year,oshpd_id2,oshpd_id,FACILITY_NAME,COUNTY_NAME,Control_Type_Desc,LICENSE_CATEGORY_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,LICENSED_BED_SIZE,TRAUMA_CENTER_DESC,CONGRESS_DIST,ASSEMBLY_DIST,SENATE_DIST,MSSA_NAME,MSSA_DESIGNATION,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,ER_SERVICE_LEVEL_DESC,Sex_Female,Sex_Male,Sex_Unk,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Home_Health_Service,Hospice_Care,Rehab,Disaster_Care_Site,Prison_Jail,Psychiatric_Care,Residential_Care,Routine,SN_IC_Care,Childrens_or_Cancer,CAH,Not_Defined_Elsewhere,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Unknown_Payer,ED_Visit,All_Other,English,Spanish,a_Sex_Female,a_Sex_Male,a_Sex_Other_Unk,a_Age_10_19,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Under_1,a_Age_01_09,a_Age_Unknown,a_Asian_Pacific_Isla,a_Black,a_Hispanic,a_Other_Race,a_Unknown_Race,a_White,a_Native_American_Es,a_Acute_Care,a_Against_Medical_Advice,a_Died,a_Home_Health_Service,a_Rehab,a_Disaster_Care_Site,a_Residential_Care,a_Routine,a_SN_IC_Care,a_Prison_Jail,a_Hospice_Care,a_Psychiatric_Care,a_Childrens_or_Cancer,a_CAH,a_Not_Defined_Elsewhere,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Unknown_Payer,Inpatient_from_ED,a_All_Other,a_English,a_Spanish,datayear,LICENSED_BED_TOTAL,EMS_STATION,Invalid_Blank_Disp,Other_Disp,a_Invalid_Blank_Disp,a_Other_Disp
2015,106334564,334564,TEMECULA VALLEY HOSPITAL,RIVERSIDE,Investor - Corporation,General Acute Care Hospital,31700 TEMECULA PKWY,TEMECULA,92592,Beds 100-149,,50,75,28,Temecula South,Urban,N/A,N/A,Emergency - Basic,17965,14162,,3385,3772,5281,4563,3959,3987,2852,1982,1844,502,,1205,1941,5802,368,1836,153,20822,363,361,53,81,17,23,,71,261,1,30670,53,133,,40,9824,5700,2826,11203,2574,,32127,384,30913,830,2849,2834,,61,291,349,542,912,1034,1056,1438,,,,233,273,691,252,13,4161,60,186,137,144,962,37,,,3418,587,,151,25,1,,35,981,3239,171,1147,145,,5683,98,5374,211,2015,140,21,,,,
2015,106334589,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,RIVERSIDE,Nonprofit - Corporation,General Acute Care Hospital,28062 BAXTER ROAD,MURRIETA,92563,Beds 100-149,,42,67,28,French Valley/Murrieta East/Temecula/Winchester,Urban,N/A,N/A,Emergency - Basic,20277,15132,3,4216,3579,5000,4862,4136,4045,3517,2756,2420,881,,1038,2832,9628,78,321,1,21514,489,418,35,37,16,8,,155,196,15,33593,55,206,33,10,2635,7846,2339,20158,2434,,35412,65,34294,1053,3157,3186,,55,260,332,548,962,1285,1428,1473,,,,210,355,1094,27,1,4640,16,196,84,132,909,22,,3,3854,883,1,220,4,8,26,,970,3880,123,1316,54,,6343,33,6063,247,2015,106,19,146,,1,
2015,106340913,340913,KAISER FND HOSP - SACRAMENTO,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,2025 MORSE AVENUE,SACRAMENTO,95825,Beds 200-299,,7,8,6,Arcade/Arden/Town and Country Village,Urban,N/A,N/A,Emergency - Basic,54391,40391,4,10509,8584,18387,13859,10966,11439,8030,5131,5830,2051,,5463,24337,16832,543,3212,468,43931,139,1606,164,175,88,47,,148,1410,31,89674,780,5,6,512,39555,17742,1183,25392,10912,2,94786,3086,88465,3235,3146,2733,,38,218,300,503,998,1287,1130,1403,,2,,374,773,654,56,26,3965,31,176,95,302,543,35,1,9,3513,966,2,173,30,,,34,798,3512,24,1360,185,,5879,129,5620,130,2015,287,36,1,,,
2015,106340947,340947,MERCY GENERAL HOSPITAL,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,4001 J STREET,SACRAMENTO,95819,Beds 300-499,,6,7,6,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,N/A,N/A,Emergency - Basic,20593,14589,,2993,2361,5983,5097,4573,5606,3705,2107,1952,805,,3193,7528,7968,118,654,458,15263,273,1,23,212,7,4,,30,204,,34288,104,,,,18939,7735,684,6108,1716,,35182,1617,31894,1671,4067,3695,,39,392,439,719,1543,1709,1367,1550,4,,,948,1145,1111,143,66,4316,33,95,111,243,1107,78,,84,4742,1128,1,148,20,,,5,2133,4382,72,1111,62,2,7762,761,6705,296,2015,432,16,,36,,
2015,106340950,340950,MERCY SAN JUAN HOSPITAL,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,6501 COYLE AVENUE,CARMICHAEL,95608,Beds 300-499,Level II,7,8,4,Carmichael/Fair Oaks/Gold River,Urban,N/A,N/A,Emergency - Basic,32682,25296,2,6439,5665,10882,8868,7081,7438,4416,2595,3164,1431,1,2834,8583,7584,112,826,779,37262,692,544,212,105,7,2,,314,1401,9,54228,439,8,,,34733,10952,1200,7563,3532,,57980,2356,54069,1555,8601,7811,,275,1055,1302,1692,3310,2946,2299,3205,148,180,,903,1605,1406,198,138,12134,28,408,419,634,1645,124,,315,9995,2288,13,369,164,,,38,5881,8230,312,1835,154,,16412,1174,14875,363,2015,370,31,,19,,
2015,106340951,340951,METHODIST HOSPITAL OF SACRAMENTO,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,7500 HOSPITAL DRIVE,SACRAMENTO,95823,Beds 300-499,,6,9,6,Elk Grove/Laguna/Laguna West/Lakeside,Urban,N/A,N/A,Emergency - Basic,33913,23857,,8123,6188,10137,8444,7042,7040,4331,2633,1985,1847,,8970,16845,16109,126,2235,263,13222,786,5,84,234,9,8,,96,137,1,56113,165,,,,37581,9111,895,6599,3584,,57770,5708,45430,6632,4122,3247,,91,464,599,835,1373,1453,1259,1284,11,,,1752,1548,1274,265,20,2496,14,13,156,239,870,21,,98,4517,1000,4,102,37,309,,3,2867,3624,118,702,57,1,7369,1574,5146,649,2015,329,29,,132,,
2015,106341006,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,SACRAMENTO,Public - University of California,General Acute Care Hospital,2315 STOCKTON BOULEVARD,SACRAMENTO,95817,Beds 500+,Level I & Level I - Ped,6,7,6,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,Urban,N/A,Teaching,Emergency - Comprehensive,27765,27101,6,6766,5336,8982,8036,6916,8258,4880,2388,1696,1606,8,4016,12790,13248,420,2,4200,20196,27,71,5,35,,1,,24,21,11,54619,57,,,,31386,9596,1512,11333,1045,,54872,1825,50648,2399,7191,8921,1,1008,1363,1339,1670,2817,2643,1760,1550,504,1459,,1562,2974,2754,,396,8266,161,270,287,429,1680,254,,201,11123,1456,104,206,96,1,,1,6587,5809,384,3204,103,26,16113,1012,14325,776,2015,619,65,1,,5,
2015,106341051,341051,SUTTER GENERAL HOSPITAL,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,2801 L STREET,SACRAMENTO,95816,Beds 200-299,,6,7,6,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,N/A,N/A,Emergency - Basic,33510,29502,1,4812,4142,11738,11334,9518,9340,5385,2612,2953,1179,,3842,14165,12401,187,1332,773,30313,736,1883,114,649,42,25,,386,1680,22,56708,513,,15,33,28144,11697,2068,16563,4447,94,63013,1447,59305,2261,4773,4329,1,209,462,640,927,1601,1710,1382,1867,114,191,,922,1365,1232,143,108,5317,16,205,167,339,1352,59,,76,5316,1312,31,112,26,,,108,2688,4665,159,1501,89,1,9103,547,8217,339,2015,298,28,145,62,,
2015,106341052,341052,SUTTER MEMORIAL HOSPITAL,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,5151 F STREET,SACRAMENTO,95819,Beds 300-499,,6,7,6,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,N/A,N/A,Emergency - Basic,13149,8857,,4746,2228,4184,3340,1947,1670,1010,572,708,1601,,2113,3860,6773,83,84,33,9060,198,516,25,24,,1,,14,204,,20975,5,,1,,7713,2296,419,9966,1612,,22006,793,19177,2036,1470,1312,,202,151,182,215,352,356,336,450,198,340,,329,356,511,17,3,1558,8,34,42,59,287,,,26,2022,270,4,,,,,35,1116,1119,36,484,27,,2782,174,2445,163,2015,348,9,,43,3,
2015,106342344,342344,KAISER FND HOSP - SOUTH SACRAMENTO,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,6600 BRUCEVILLE ROAD,SACRAMENTO,95823,Beds 200-299,Level II,6,9,6,Elk Grove/Laguna/Laguna West/Lakeside,Urban,N/A,N/A,Emergency - Basic,64142,48479,,15375,13578,20302,15568,12649,12156,8647,5815,5597,2934,,14969,33532,28744,625,2639,803,31309,412,692,233,329,89,10,,268,1447,14,108620,373,,3,129,47854,18928,1515,33741,10574,9,112621,3367,102407,6847,3740,3856,,128,381,509,650,1203,1449,1393,1663,98,122,,1260,1513,1204,92,27,3462,38,343,88,402,1070,55,,2,4557,801,19,219,30,1,1,7,1247,4137,47,1883,282,,7596,406,6892,298,2015,217,43,2,,,1
2015,106344029,344029,MERCY HOSPITAL - FOLSOM,SACRAMENTO,Nonprofit - Corporation,General Acute Care Hospital,1650 CREEKSIDE DRIVE,FOLSOM,95630,Beds 100-149,,7,6,1,Folsom/Orangevale,Urban,N/A,N/A,Emergency - Basic,21899,16420,,4570,4450,5873,5420,4712,4584,3050,2228,2554,878,,2251,1467,4365,82,485,310,29359,1111,3,53,313,5,1,,22,276,,36440,53,,,,16236,7028,1115,12059,1881,,38319,1394,35994,931,2769,2190,,54,267,324,488,724,843,878,1380,,1,,243,129,270,38,32,4236,11,283,60,134,589,22,,47,2957,719,11,114,20,,1,2,861,2817,108,1130,42,1,4959,205,4706,48,2015,106,25,,42,,
2015,106350784,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,SAN BENITO,Public - District,General Acute Care Hospital,911 SUNSET DRIVE,HOLLISTER,95023,Beds 100-149,,20,30,12,Hollister/Paicines/Panoche/San Juan Bautista,Rural,Rural,N/A,Emergency - Basic,9300,7856,,2963,2330,2708,2355,1941,1797,1138,664,679,581,,173,128,10614,14,85,215,5927,402,344,11,,,,,131,39,25,16203,1,,,,9492,2358,396,4187,723,,17156,12,14330,2814,707,596,,40,67,100,117,194,210,194,335,13,33,,17,14,606,8,8,650,,1,40,11,13,,,139,1028,26,,,,45,,,349,692,10,241,11,,1303,1,1064,238,2015,119,18,,,,
2015,106361110,361110,BEAR VALLEY COMMUNITY HOSPITAL,SAN BERNARDINO,Public - District,General Acute Care Hospital,41870 GARSTIN DRIVE,BIG BEAR LAKE,92315,Beds 1-49,,8,33,23,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,Rural,N/A,Emergency - Standby,5531,5029,,1059,1343,1817,1278,1279,1407,1094,670,462,151,,156,160,1294,6,304,189,8451,1047,171,21,,7,1,,108,14,,9179,6,,,,3833,1234,258,4449,786,,10560,10,10317,233,79,57,,,11,5,6,25,29,22,38,,,,1,,5,2,2,126,,16,1,2,11,,,,95,5,,5,,,,1,30,71,3,31,1,,136,,134,2,2015,30,7,,6,,
2015,106361144,361144,CHINO VALLEY MEDICAL CENTER,SAN BERNARDINO,Investor - Corporation,General Acute Care Hospital,5451 WALNUT AVENUE,CHINO,91710,Beds 100-149,,35,52,20,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,N/A,N/A,Emergency - Basic,22657,18106,,8497,6305,7550,5910,4392,3434,1764,943,703,1265,,1522,2296,29293,21,737,45,6849,735,476,58,109,1,3,,424,197,2,38719,37,,,,26475,3096,1127,6506,3559,,40763,335,30932,9496,3151,2539,,206,515,623,918,1055,899,671,793,,10,,365,335,3173,119,7,1686,5,209,469,85,408,39,,65,3870,340,61,68,75,,1,,2461,2012,66,1111,37,3,5690,175,4220,1295,2015,126,15,,2,,
2015,106361166,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,5000 SAN BERNARDINO STREET,MONTCLAIR,91763,Beds 100-149,,35,52,20,Montclair/Ontario Northwest/Upland South,Urban,N/A,N/A,Emergency - Basic,11139,9098,,3639,2914,3961,3134,2297,1968,885,414,300,725,,459,1944,14464,9,131,36,3194,280,219,58,1,2,,,194,79,5,19308,85,6,,,4343,1489,172,12595,1638,,20237,66,15968,4203,1229,997,,58,178,226,289,418,412,289,308,6,42,,129,237,1161,35,5,657,2,174,120,68,159,5,,49,1226,389,2,17,15,2,,,1137,861,18,163,47,,2226,33,1770,423,2015,102,8,,,,
2015,106361223,361223,KAISER FND HOSP - FONTANA,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,9961 SIERRA AVENUE,FONTANA,92335,Beds 300-499,,35,47,20,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,N/A,N/A,Emergency - Basic,72394,55360,2,16966,13853,19849,16115,14632,14931,11993,8520,7049,3845,3,5267,17415,65248,358,1133,3133,35202,157,921,180,782,122,61,,56,807,3,124242,212,,14,182,33614,22674,538,53609,17307,14,127756,1055,112837,13864,7171,7063,1,374,809,919,1329,2219,2802,2728,2545,146,364,,688,1968,5005,55,99,6375,45,262,145,538,2660,29,,20,8813,1355,7,339,46,2,1,15,1716,7028,63,5062,366,,14235,178,12611,1446,2015,440,52,17,,2,1
2015,106361246,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,11234 ANDERSON STREET,LOMA LINDA,92354,Beds 300-499,Level I & Level I - Ped,31,40,23,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,N/A,Teaching,Emergency - Basic,28425,25910,2,14143,8705,6411,5317,4104,4483,3129,1884,1390,4771,,1828,6382,27475,133,38,15,18466,343,,124,26,10,21,,28,786,13,47051,251,5574,1,59,30788,9164,1306,8420,4659,,54337,498,48025,5814,6129,5718,,241,1377,1194,1372,2256,2145,1678,1584,,,,497,1590,4182,57,32,5388,101,211,168,480,924,425,,5,7937,1354,11,278,47,6,,1,4216,5245,236,2000,150,,11847,263,10313,1271,2015,371,77,,50,,
2015,106361266,361266,MOUNTAINS COMMUNITY HOSPITAL,SAN BERNARDINO,Public - District,General Acute Care Hospital,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,Beds 1-49,,8,33,23,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,Rural,N/A,Emergency - Standby,5280,4515,1,1116,1207,1589,1274,964,1480,1118,558,342,148,,64,141,1958,67,180,98,7288,652,173,10,,,,,7,,2,8913,,,,35,5122,1614,212,2494,347,7,9796,21,9503,272,57,47,,1,10,12,10,26,15,16,13,,1,,1,,13,3,,87,,2,3,,,1,,4,92,2,,,,,,,30,40,,27,6,1,104,,100,4,2015,37,6,4,,,
2015,106361308,361308,REDLANDS COMMUNITY HOSPITAL,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,350 TERRACINA BOULEVARD,REDLANDS,92373,Beds 200-299,,31,40,23,Mentone/Redlands South/Yucaipa,Urban,N/A,N/A,Emergency - Basic,23146,15986,,3977,4191,7517,5809,4525,4658,3060,2039,2297,1059,,665,2601,14731,47,1027,346,19715,605,1133,60,13,3,,,,92,2,36925,95,2,,172,19798,6278,320,10150,2586,,39132,91,38154,887,2891,2284,,56,369,414,508,736,927,907,1245,13,,,103,275,1023,89,11,3671,3,5,833,189,18,,,324,2453,24,,1111,,217,,1,1089,2934,4,1118,30,,5175,16,5039,120,2015,229,21,,30,,
2015,106361318,361318,SAN ANTONIO COMMUNITY HOSPITAL,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,999 SAN BERNARDINO ROAD,UPLAND,91786,Beds 200-299,,31,41,25,Montclair/Ontario Northwest/Upland South,Urban,N/A,N/A,Emergency - Basic,37690,28131,1,7124,6810,10934,9382,8435,8323,5703,3970,3686,1455,,1985,7322,28819,66,5281,155,22194,328,334,183,42,18,9,,245,170,,63653,147,,,365,24009,22900,1522,10953,6429,9,65822,271,63641,1910,6129,5636,,268,622,797,1218,1960,2031,2126,2429,119,195,,505,972,3882,1015,33,5334,24,170,941,390,1333,419,,,7168,691,8,282,15,147,,169,2358,5746,218,3332,110,1,11765,147,10961,657,2015,271,31,328,,32,
2015,106361323,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,92411,Beds 300-499,,31,40,23,Muscoy/San Bernardino Central,Urban,N/A,N/A,Emergency - Basic,31445,23184,,10611,7317,10875,7523,5939,5376,2529,1069,512,2878,,742,10756,33328,41,662,380,8720,481,4600,48,3,,19,,24,37,53,49271,73,,20,,43305,3654,651,3009,3979,31,54629,196,45317,9116,3197,3334,,191,886,989,1072,1371,805,518,358,178,163,,121,1489,2848,74,16,1967,16,115,355,73,252,26,,19,5313,210,,14,27,104,5,,4327,1688,37,449,30,,6531,27,5628,876,2015,347,19,,,,18
2015,106361339,361339,ST. BERNARDINE MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,92404,Beds 300-499,,31,40,23,Highland/San Bernardino East,Urban,N/A,N/A,Emergency - Basic,36060,28924,3,8424,6729,13062,9649,7999,8705,4617,2268,1523,2010,1,1245,17286,29369,164,614,441,15868,1032,5521,168,8,2,4,,58,143,9,57900,133,8,,1,44150,8233,447,5314,6833,10,64987,201,60651,4135,4927,4034,,165,886,747,952,1831,1823,1391,1140,26,,,288,1709,3298,119,68,3451,28,322,335,329,1096,122,,1,5234,1226,6,213,77,,,,3894,3785,116,943,222,1,8961,56,8091,814,2015,427,24,,,,
2015,106361343,361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,18300 US HIGHWAY 18,APPLE VALLEY,92307,Beds 200-299,,8,33,21,Apple Valley/Hesperia East,Urban,Rural,N/A,Emergency - Basic,36802,26856,2,9110,6936,10348,8469,6950,7368,5270,3781,2965,2463,,489,9726,16340,39,2276,502,34288,2031,3100,90,485,64,,,109,67,10,57439,185,,,80,35559,12326,1155,10973,3647,,63660,121,60492,3047,5775,4947,,187,675,888,1212,2197,2116,1647,1486,155,159,,100,1464,2227,273,13,6637,8,35,322,204,1567,1,,7,7066,952,35,213,2,310,,8,3701,5182,213,1481,145,,10722,44,10004,674,2015,212,34,,,,
2015,106361370,361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,General Acute Care Hospital,15248 ELEVENTH STREET,VICTORVILLE,92395,Beds 100-149,,8,33,21,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,Rural,N/A,Emergency - Basic,21526,16267,5,5955,4892,6903,5932,4691,4357,2157,911,620,1376,4,391,,14143,76,9929,1176,12083,447,4471,114,1,2,3,,191,,290,32243,9,3,,,28756,2167,368,2969,3538,,37798,93,35822,1883,2527,1401,,193,804,610,435,615,517,339,316,31,68,,59,825,1331,,33,1649,31,115,177,86,2,,,,3170,212,58,100,,4,,,2170,1101,6,624,27,,3928,,3679,249,2015,101,16,24,,,4
2015,106361458,361458,COLORADO RIVER MEDICAL CENTER,SAN BERNARDINO,Nonprofit - Corporation,General Acute Care Hospital,1401 BAILEY AVENUE,NEEDLES,92363,Beds 1-49,,8,33,16,Big River/Needles,Frontier,Rural,N/A,Emergency - Standby,3031,2602,,540,545,686,787,806,975,688,349,197,60,,18,204,671,445,35,2,4258,234,201,7,,2,1,,56,,,4921,,3,208,,2889,1262,90,1038,354,,5633,5,5601,27,242,233,,10,21,30,45,121,106,79,56,,7,,1,11,60,3,,359,41,32,18,1,5,3,,2,406,4,,2,,1,1,,189,226,6,47,7,,475,1,473,1,2015,25,4,,,,
2015,106362041,362041,HI-DESERT MEDICAL CENTER,SAN BERNARDINO,Public - District,General Acute Care Hospital,6601 WHITE FEATHER ROAD,JOSHUA TREE,92252,Beds 150-199,,8,42,16,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,Rural,Rural,N/A,Emergency - Basic,12561,9765,,2592,2105,3655,3002,2670,3362,2197,1126,993,624,,890,1206,3125,4135,410,29,12531,972,1048,45,11,1,,,29,13,,19965,139,,,13,10156,4396,991,5498,1285,,22326,39,21887,400,1134,888,,23,75,100,173,372,427,386,451,5,10,,40,100,167,25,1,1685,4,2,298,51,111,,,194,1269,4,,,,93,,,545,631,35,801,10,,2022,4,1979,39,2015,179,15,,90,,
2015,106364144,364144,DESERT VALLEY HOSPITAL,SAN BERNARDINO,Investor - Corporation,General Acute Care Hospital,16850 BEAR VALLEY ROAD,VICTORVILLE,92395,Beds 100-149,,8,33,21,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,N/A,N/A,Emergency - Basic,18673,14802,,4837,4234,6161,5201,4008,3629,2209,1242,883,1071,,556,7034,729,100,13365,50,11641,1142,3088,173,1,2,1,,94,19,2,28934,12,,6,,4574,4625,1052,20544,2680,,33475,49,33293,133,4695,3669,,100,556,737,954,1704,1675,1190,1448,,,,170,1296,291,2336,14,4220,37,329,353,164,1208,35,,1,5428,504,73,240,28,,,1,3000,3847,223,1200,94,,8364,1,8303,60,2015,148,21,,1,,
2015,106364231,364231,ARROWHEAD REGIONAL MEDICAL CENTER,SAN BERNARDINO,Public - City or County,General Acute Care Hospital,400 N. PEPPER AVENUE,COLTON,92324-1816,Beds 300-499,Level II,31,47,20,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,N/A,Teaching,Emergency - Basic,41140,39645,,7160,7517,18891,13829,11738,11765,5724,1502,833,1826,,1169,12380,48792,112,1377,1125,15830,204,3494,104,20,4,12,,1917,1127,229,73321,235,,,103,61922,2979,5575,3277,7032,,80785,705,65433,14647,6710,8548,,513,2487,2292,2412,3229,2055,950,773,216,331,,304,2417,7519,321,287,4366,44,316,446,80,120,31,,47,12980,1068,99,9,43,,,19,11613,1840,224,1035,546,,15258,238,12358,2662,2015,456,43,,15,,
2015,106364430,364430,BARSTOW COMMUNITY HOSPITAL,SAN BERNARDINO,Investor - Corporation,General Acute Care Hospital,820 EAST MOUNTAIN VIEW ST,BARSTOW,92311,Beds 1-49,,8,33,16,Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo,Rural,Rural,N/A,Emergency - Basic,17291,13521,,4298,3218,5587,4741,3795,3943,2170,1126,882,1052,,185,6143,8587,45,6,2,15844,401,833,57,14,7,6,,84,23,4,29231,60,83,,9,9882,4032,1203,14269,1424,2,30812,33,30161,618,836,821,,31,85,108,171,357,349,286,267,3,,,19,236,370,1,,1028,3,133,68,33,263,17,,25,871,185,,62,,,,,543,863,28,204,19,,1657,5,1607,45,2015,30,16,,,,
2015,106370652,370652,ALVARADO HOSPITAL MEDICAL CENTER,SAN DIEGO,Investor - Corporation,General Acute Care Hospital,6655 ALVARADO ROAD,SAN DIEGO,92120-5298,Beds 200-299,,53,79,39,College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights,Urban,N/A,N/A,Emergency - Basic,10374,9714,,447,1596,4503,3552,3151,3215,1893,828,857,46,,952,4153,3523,119,8,1,11332,168,238,16,227,4,4,,144,142,9,18976,76,1,30,13,10525,4246,989,2416,1912,,20088,301,19443,344,2041,2552,,33,222,341,526,1013,889,680,889,,,,378,621,788,,,2778,28,225,223,189,289,33,,14,2109,1012,343,40,12,,,104,1589,2181,395,393,34,1,4593,202,4247,144,2015,226,16,,40,,
2015,106370673,370673,RADY CHILDRENS HOSPITAL - SAN DIEGO,SAN DIEGO,Nonprofit - Corporation,General Acute Care Hospital,3020 CHILDRENS WAY,SAN DIEGO,92123,Beds 500+,Level II - Pediatric,53,79,39,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,N/A,Teaching,Emergency - Basic,37854,44289,1,48047,22131,232,92,50,25,13,3,6,11545,,4500,5239,43725,142,9094,315,19129,310,773,8,12,,2,,3,672,,79863,1,3,,,50327,28,5561,20383,5793,52,82144,1961,65619,14564,3858,4721,1,2665,84,2,,,,,,1796,4033,,521,550,4246,806,29,2404,24,22,,24,161,9,,21,8245,14,11,10,45,,,,3195,26,2016,2865,478,,8580,167,6908,1505,2015,520,35,76,421,,18
2015,106370689,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,SAN DIEGO,Nonprofit - Corporation,General Acute Care Hospital,250 PROSPECT PLACE,CORONADO,92118,Beds 150-199,,52,78,39,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,N/A,N/A,Emergency - Basic,8525,6280,,1036,1359,2593,2291,1976,2000,1290,971,1188,101,,474,705,5041,22,972,41,7550,230,251,6,14,,3,,252,39,40,13895,53,18,1,2,5452,3012,1705,3834,802,,14805,195,13309,1301,551,534,,7,56,96,135,180,173,164,274,,,,44,34,318,55,3,630,1,48,13,34,137,,,7,651,161,2,24,8,,,,295,539,13,221,17,,1085,15,919,151,2015,181,8,,1,,
2015,106370694,370694,SHARP MEMORIAL HOSPITAL,SAN DIEGO,Nonprofit - Corporation,General Acute Care Hospital,7901 FROST STREET,SAN DIEGO,92123,Beds 500+,Level II,53,79,39,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,N/A,N/A,Emergency - Basic,45064,29765,,790,4025,15995,13675,10607,11081,7577,5033,5915,131,,6700,6740,18178,174,9077,1507,32453,235,1505,89,78,1,66,,118,865,116,70373,1044,54,1,276,24745,16580,3878,25297,4329,,74829,3846,65617,5366,6697,6716,,178,929,1039,1413,2289,2475,2160,2930,,,,1491,749,2428,1238,214,7249,44,374,120,568,1698,113,,68,7970,2097,11,260,116,,,18,2826,6641,181,3607,158,,13413,939,11503,971,2015,656,52,,8,,
2015,106370695,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,SAN DIEGO,Nonprofit - Corporation,General Acute Care Hospital,3003 HEALTH CENTER DRIVE,SAN DIEGO,92123,Beds 200-299,,53,79,39,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,2,45,40,10,1,,,,,,,16,8,36,11,,26,1,,,,1,,,,97,,,,,,,,44,,3,41,10,,98,4,85,9,2015,206,0,,,,
